date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:06:24	12821/12821	---M--	200	added ('OK')	image/png	etag:%220f75e3d2c2f347f109afe6fd9e23f259-ssl%22	https://scoop-home.netlify.app/assets/images/google-partner-show-on-hover.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/google-partner-show-on-hover.png	(from https://scoop-home.netlify.app/)
18:06:24	9552/9552	---M--	200	added ('OK')	image/png	etag:%220a51cd837611fe785e28a0b1a2ae8956-ssl%22	https://scoop-home.netlify.app/assets/images/facebook-show-on-hover.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/facebook-show-on-hover.png	(from https://scoop-home.netlify.app/)
18:06:25	6950/6950	---M--	200	added ('OK')	image/png	etag:%226f43b7fa5d14dc30329c68227d609c8e-ssl%22	https://scoop-home.netlify.app/assets/images/Layer_2@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Layer_2@2x.png	(from https://scoop-home.netlify.app/)
18:06:26	69951/69951	---M--	200	added ('OK')	image/png	etag:%22f8add98307ad0761c25537cefba29ea1-ssl%22	https://scoop-home.netlify.app/assets/images/google-analytics-show-on-hover.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/google-analytics-show-on-hover.png	(from https://scoop-home.netlify.app/)
18:06:26	5355/5355	---M--	200	added ('OK')	image/png	etag:%2252de296f644a3fe9a9742c6573e129d6-ssl%22	https://scoop-home.netlify.app/assets/images/Group%2021@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%2021@2x.png	(from https://scoop-home.netlify.app/)
18:06:26	10333/10333	---M--	200	added ('OK')	image/png	etag:%226a449232433aa0ff8a3945ab16715247-ssl%22	https://scoop-home.netlify.app/assets/images/Group%2024@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%2024@2x.png	(from https://scoop-home.netlify.app/)
18:06:27	7425/7425	---M--	200	added ('OK')	image/png	etag:%2297e9cc6f508f917d968d27bde3b53ee4-ssl%22	https://scoop-home.netlify.app/assets/images/Group%2028@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%2028@2x.png	(from https://scoop-home.netlify.app/)
18:06:28	11769/11769	---M--	200	added ('OK')	image/png	etag:%22e55b71c24724017c21485405bf99f8cd-ssl%22	https://scoop-home.netlify.app/assets/images/Group%2031@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%2031@2x.png	(from https://scoop-home.netlify.app/)
18:06:28	7504/7504	---M--	200	added ('OK')	image/png	etag:%22993835ce7c1234b8d71b9f1d593425b9-ssl%22	https://scoop-home.netlify.app/assets/images/Group%20153@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%20153@2x.png	(from https://scoop-home.netlify.app/)
18:06:29	94067/94067	---M--	200	added ('OK')	image/png	etag:%2233acf5dbf83d7fab797ee89f0a0f0bf1-ssl%22	https://scoop-home.netlify.app/assets/images/Back%20to%20back-bro@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Back%20to%20back-bro@2x.png	(from https://scoop-home.netlify.app/)
18:06:29	78726/78726	---M--	200	added ('OK')	image/png	etag:%22c23c1c065a6b0e794e171bffa3e2272a-ssl%22	https://scoop-home.netlify.app/assets/images/Design%20team-rafiki@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Design%20team-rafiki@2x.png	(from https://scoop-home.netlify.app/)
18:06:30	61028/61028	---M--	200	added ('OK')	image/png	etag:%226ab7fb2073c7c65371c0b66a7b0e907d-ssl%22	https://scoop-home.netlify.app/assets/images/SEO-rafiki@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/SEO-rafiki@2x.png	(from https://scoop-home.netlify.app/)
18:06:31	45464/45464	---M--	200	added ('OK')	image/png	etag:%2267a625f026e5dfe9451ed7c23c3c9364-ssl%22	https://scoop-home.netlify.app/assets/images/Google%20sitemap-pana@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Google%20sitemap-pana@2x.png	(from https://scoop-home.netlify.app/)
18:06:32	88577/88577	---M--	200	added ('OK')	image/png	etag:%22e747bd30cc7c29489f63d31957099628-ssl%22	https://scoop-home.netlify.app/assets/images/Online%20ads-rafiki@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Online%20ads-rafiki@2x.png	(from https://scoop-home.netlify.app/)
18:06:32	59763/59763	---M--	200	added ('OK')	image/png	etag:%22ea4ff54c4845b58d07f78485a46b055e-ssl%22	https://scoop-home.netlify.app/assets/images/Mobile%20life-rafiki@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Mobile%20life-rafiki@2x.png	(from https://scoop-home.netlify.app/)
18:06:33	12552/12552	---M--	200	added ('OK')	image/png	etag:%227dc4615092ef9a1c50cb1d213f6b61fd-ssl%22	https://scoop-home.netlify.app/assets/images/Group%2022@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%2022@2x.png	(from https://scoop-home.netlify.app/)
18:06:33	16559/16559	---M--	200	added ('OK')	image/png	etag:%224209b8e42db1b34aacfde76fbf5a293b-ssl%22	https://scoop-home.netlify.app/assets/images/Group%20212@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%20212@2x.png	(from https://scoop-home.netlify.app/)
18:06:34	13276/13276	---M--	200	added ('OK')	image/png	etag:%2227776d90b37a7a9fdc2285b19c513a2b-ssl%22	https://scoop-home.netlify.app/assets/images/Group%20213@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%20213@2x.png	(from https://scoop-home.netlify.app/)
18:06:35	15624/15624	---M--	200	added ('OK')	image/png	etag:%223b1bf82ffbbd6c9335d2ff7dfd6beb05-ssl%22	https://scoop-home.netlify.app/assets/images/Group%20214@2x.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Group%20214@2x.png	(from https://scoop-home.netlify.app/)
18:06:36	11961/11961	---M--	200	added ('OK')	image/png	etag:%2252b325ed9cd71c018f240c483b4fd045-ssl%22	https://scoop-home.netlify.app/assets/images/Footer-Logo.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/Footer-Logo.png	(from https://scoop-home.netlify.app/)
18:06:36	271/271	---M--	200	added ('OK')	image/png	etag:%227c0f3eef410b1a9600d7f6a3990ed99a-ssl%22	https://scoop-home.netlify.app/assets/images/email-icon.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/email-icon.png	(from https://scoop-home.netlify.app/)
18:06:37	358/358	---M--	200	added ('OK')	image/png	etag:%2252e3abb9d82239feb2195a2912ccaac1-ssl%22	https://scoop-home.netlify.app/assets/images/location-icon.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/location-icon.png	(from https://scoop-home.netlify.app/)
18:06:37	7092/7092	---MCZ	200	added ('OK')	application/javascript	etag:%22976cf54dcca36dcbe0dd3bbd3e65f857-ssl-df%22	https://scoop-home.netlify.app/assets/js/app.js	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/js/app.js	(from https://scoop-home.netlify.app/)
18:06:38	134172/134172	---M--	200	added ('OK')	font/ttf	etag:%22450d9a080ab2680bd0196cf74929b5e2-ssl%22	https://scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Light.ttf	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Light.ttf	(from https://scoop-home.netlify.app/assets/css/style.css)
18:06:38	141264/141264	---M--	200	added ('OK')	font/ttf	etag:%22a97252488c481c9bdbcf1aa4bcf7b412-ssl%22	https://scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Regular.ttf	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Regular.ttf	(from https://scoop-home.netlify.app/assets/css/style.css)
18:06:39	141320/141320	---M--	200	added ('OK')	font/ttf	etag:%22e4a608d756752e1d91b652008bdaf7f5-ssl%22	https://scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Medium.ttf	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Medium.ttf	(from https://scoop-home.netlify.app/assets/css/style.css)
18:06:40	141256/141256	---M--	200	added ('OK')	font/ttf	etag:%22c3393410751a5056d863a52a00dfd39d-ssl%22	https://scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-SemiBold.ttf	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-SemiBold.ttf	(from https://scoop-home.netlify.app/assets/css/style.css)
18:06:40	137760/137760	---M--	200	added ('OK')	font/ttf	etag:%2254e5da8f4dc30aff989b443311e2c958-ssl%22	https://scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Bold.ttf	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/fonts/Euclid-Circular/Euclid-Circular-A-Bold.ttf	(from https://scoop-home.netlify.app/assets/css/style.css)
18:06:41	443572/443572	---M--	200	added ('OK')	image/png	etag:%220febd48b82737d3e915758fd9fb57765-ssl%22	https://scoop-home.netlify.app/assets/images/hero-banner.png	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/images/hero-banner.png	(from https://scoop-home.netlify.app/assets/css/style.css)
18:06:41	20127/20127	---MCZ	200	added ('OK')	application/octet-stream	etag:%22f043aaf55ac18d395cc4f393bb0e6651-ssl-df%22	https://scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://scoop-home.netlify.app/assets/bootstrap/css/bootstrap.min.css)
18:06:42	20127/20127	---MCZ	200	added ('OK')	application/octet-stream	etag:%22f043aaf55ac18d395cc4f393bb0e6651-ssl-df%22	https://scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular-1.eot	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular-1.eot	(from https://scoop-home.netlify.app/assets/bootstrap/css/bootstrap.min.css)
18:06:43	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22912c5605ebbe3a696ac4d66d35ace34d-ssl%22	https://scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://scoop-home.netlify.app/assets/bootstrap/css/bootstrap.min.css)
18:06:43	23424/23424	---MCZ	200	added ('OK')	application/font-woff	etag:%2299e373a94b288751f762666efbc596e7-ssl-df%22	https://scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://scoop-home.netlify.app/assets/bootstrap/css/bootstrap.min.css)
18:06:44	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%229375610d0cf6dde022ec4a9ccf04300b-ssl%22	https://scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://scoop-home.netlify.app/assets/bootstrap/css/bootstrap.min.css)
18:06:45	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:%2256e22951769113c4b02b594895aff755-ssl-df%22	https://scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/scoop/scoop-home.netlify.app/assets/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://scoop-home.netlify.app/assets/bootstrap/css/bootstrap.min.css)
